Locality Name,"Post
Code","Municipality
Name","Ward
Name",LGA,"District
Name","District
Code","Region
Name","Region
Code","Property
Count","Elector
Count"
Tulkara,3384,Northern Grampians Shire Council,Central,57401,Ripon,74,Western Victoria,8,4,9
Tullamarine,3043,Brimbank City Council,Horseshoe Bend,54203,Niddrie,66,Western Metropolitan,7,18,11
Tullamarine,3043,Hume City Council,Jacksons Creek,54802,Yuroke,88,Western Metropolitan,7,3072,4482
Tullamarine,3043,Moreland City Council,North-West,51002,Pascoe Vale,69,Western Metropolitan,7,66,82
Tungamah,3728,Moira Shire Council,Unsubdivided,52901,Murray Valley,61,Northern Victoria,4,212,326
Turoar,3546,Swan Hill Rural City Council,Murray-Mallee,57003,Swan Hill,82,Northern Victoria,4,3,6
Turriff,3488,Yarriambiack Shire Council,Hopetoun,57602,Mildura,52,Northern Victoria,4,14,26
Turriff East,3488,Buloke Shire Council,Mallee,57102,Swan Hill,82,Northern Victoria,4,4,5
Turtons Creek,3960,South Gippsland Shire Council,Tarwin Valley,53803,Gippsland South,37,Eastern Victoria,2,12,17
Tutye,3490,Mildura Rural City Council,Unsubdivided,56901,Mildura,52,Northern Victoria,4,18,20
Tyaak,3658,Mitchell Shire Council,Central,52801,Seymour,78,Northern Victoria,4,28,59
Tyabb,3913,Mornington Peninsula Shire Council,Watson,55706,Hastings,38,Eastern Victoria,2,1253,2352
Tyenna,3533,Buloke Shire Council,Mallee,57102,Swan Hill,82,Northern Victoria,4,1,2
Tyers,3844,Latrobe City Council,East,53702,Morwell,58,Eastern Victoria,2,335,654
Tylden,3444,Hepburn Shire Council,Coliban,56403,Ballarat East,3,Western Victoria,8,6,14
Tylden,3444,Macedon Ranges Shire Council,West,56603,Ballarat East,3,Western Victoria,8,205,342
Tylden South,3444,Hepburn Shire Council,Coliban,56403,Ballarat East,3,Western Victoria,8,4,9
Tynong,3813,Cardinia Shire Council,Port,54302,Bass,5,Eastern Victoria,2,179,350
Tynong North,3813,Cardinia Shire Council,Port,54302,Bass,5,Eastern Victoria,2,161,314
Tyntynder,3586,Swan Hill Rural City Council,Central,57001,Swan Hill,82,Northern Victoria,4,72,110
Tyntynder South,3586,Swan Hill Rural City Council,Central,57001,Swan Hill,82,Northern Victoria,4,87,185
Tyrendarra,3285,Glenelg Shire Council,Unsubdivided,51701,South-West Coast,81,Western Victoria,8,86,165
Tyrendarra East,3285,Moyne Shire Council,Unsubdivided,51801,South-West Coast,81,Western Victoria,8,9,15
Tyrrell,3533,Buloke Shire Council,Mallee,57102,Swan Hill,82,Northern Victoria,4,3,6
Tyrrell,3533,Swan Hill Rural City Council,Lakes,57002,Swan Hill,82,Northern Victoria,4,2,2
Tyrrell Downs,3533,Buloke Shire Council,Mallee,57102,Swan Hill,82,Northern Victoria,4,6,14
Ullina,3370,Hepburn Shire Council,Cameron,56402,Ripon,74,Western Victoria,8,13,26
Ullswater,3318,West Wimmera Shire Council,Unsubdivided,57501,Lowan,46,Western Victoria,8,23,39
Ultima,3544,Swan Hill Rural City Council,Lakes,57002,Swan Hill,82,Northern Victoria,4,108,144
Ultima East,3544,Swan Hill Rural City Council,Lakes,57002,Swan Hill,82,Northern Victoria,4,2,6
Ulupna,3641,Moira Shire Council,Unsubdivided,52901,Murray Valley,61,Northern Victoria,4,9,14
Undera,3629,Greater Shepparton City Council,Unsubdivided,52501,Rodney,75,Northern Victoria,4,171,296
Undera,3629,Greater Shepparton City Council,Unsubdivided,52501,Shepparton,79,Northern Victoria,4,1,3
Underbool,3509,Mildura Rural City Council,Unsubdivided,56901,Mildura,52,Northern Victoria,4,173,197
Upotipotpon,3669,Strathbogie Shire Council,Honeysuckle Creek,53101,Benalla,8,Northern Victoria,4,20,34
Upper Ferntree Gully,3156,Knox City Council,Dobson,55005,Monbulk,55,Eastern Victoria,2,947,1749
Upper Ferntree Gully,3156,Yarra Ranges Shire Council,Lyster,56204,Monbulk,55,Eastern Victoria,2,1,5
Upper Ferntree Gully,3156,Yarra Ranges Shire Council,Streeton,56208,Monbulk,55,Eastern Victoria,2,347,664
Upper Gundowring,3691,Alpine Shire Council,Unsubdivided,52201,Benalla,8,Northern Victoria,4,9,11
Upper Gundowring,3691,Alpine Shire Council,Unsubdivided,52201,Benambra,9,Northern Victoria,4,42,74
Upper Lurg,3673,Benalla Rural City Council,Unsubdivided,57901,Benalla,8,Northern Victoria,4,48,81
Upper Lurg,3673,Wangaratta Rural City Council,Unsubdivided,52701,Benalla,8,Northern Victoria,4,1,1
Upper Plenty,3756,Mitchell Shire Council,South,52803,Seymour,78,Northern Victoria,4,138,256
Upper Ryans Creek,3673,Benalla Rural City Council,Unsubdivided,57901,Benalla,8,Northern Victoria,4,16,27
Upton Hill,3664,Strathbogie Shire Council,Mount Wombat,53104,Benalla,8,Northern Victoria,4,15,19
Upwey,3158,Yarra Ranges Shire Council,Lyster,56204,Monbulk,55,Eastern Victoria,2,18,31
Upwey,3158,Yarra Ranges Shire Council,Streeton,56208,Monbulk,55,Eastern Victoria,2,2553,4973
Valencia Creek,3860,Wellington Shire Council,Unsubdivided,53901,Gippsland East,36,Eastern Victoria,2,76,127
Vasey,3407,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,46,Western Victoria,8,21,40
Vaughan,3451,Mount Alexander Shire Council,Loddon River,56704,Bendigo West,11,Northern Victoria,4,26,35
Vectis,3401,Horsham Rural City Council,Unsubdivided,56801,Lowan,46,Western Victoria,8,70,118
Ventnor,3922,Bass Coast Shire Council,Churchill,53402,Bass,5,Eastern Victoria,2,1,2
Ventnor,3922,Bass Coast Shire Council,McHaffie,53405,Bass,5,Eastern Victoria,2,574,636
Venus Bay,3956,South Gippsland Shire Council,Coastal-Promontory,53801,Gippsland South,37,Eastern Victoria,2,530,533
Vermont,3133,Maroondah City Council,Mullum,55302,Bayswater,6,Eastern Metropolitan,1,156,292
Vermont,3133,Whitehorse City Council,Morack,55903,Forest Hill,32,Eastern Metropolitan,1,1579,2805
Vermont,3133,Whitehorse City Council,Morack,55903,Mitcham,54,Eastern Metropolitan,1,1193,2287
Vermont,3133,Whitehorse City Council,Springfield,55905,Mitcham,54,Eastern Metropolitan,1,1155,1739
Vermont South,3133,Whitehorse City Council,Morack,55903,Forest Hill,32,Eastern Metropolitan,1,4209,8628
Vervale,3814,Cardinia Shire Council,Port,54302,Bass,5,Eastern Victoria,2,27,32
Vesper,3833,Baw Baw Shire Council,North,53503,Narracan,62,Eastern Victoria,2,22,31
Victoria Point,3294,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,46,Western Victoria,8,6,16
Victoria Valley,3294,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,46,Western Victoria,8,32,57
Viewbank,3084,Banyule City Council,Bakewell,54001,Bundoora,18,Northern Metropolitan,3,34,50
Viewbank,3084,Banyule City Council,Hawdon,54005,Ivanhoe,40,Northern Metropolitan,3,2642,5040
Vinifera,3591,Swan Hill Rural City Council,Central,57001,Swan Hill,82,Northern Victoria,4,2,2
Vinifera,3591,Swan Hill Rural City Council,Murray-Mallee,57003,Swan Hill,82,Northern Victoria,4,76,133
Violet Town,3669,Greater Shepparton City Council,Unsubdivided,52501,Shepparton,79,Northern Victoria,4,1,3
Violet Town,3669,Strathbogie Shire Council,Honeysuckle Creek,53101,Benalla,8,Northern Victoria,4,440,656
Vite Vite,3325,Corangamite Shire Council,North,51603,Polwarth,70,Western Victoria,8,8,10
Vite Vite,3325,Corangamite Shire Council,North,51603,Ripon,74,Western Victoria,8,11,18
Vite Vite North,3325,Corangamite Shire Council,North,51603,Ripon,74,Western Victoria,8,17,23
W Tree,3885,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,36,Eastern Victoria,2,33,43
Waaia,3637,Moira Shire Council,Unsubdivided,52901,Murray Valley,61,Northern Victoria,4,22,38
Waaia,3637,Moira Shire Council,Unsubdivided,52901,Rodney,75,Northern Victoria,4,122,223
Waanyarra,3551,Loddon Shire Council,Tarnagulla,56503,Bendigo West,11,Northern Victoria,4,18,23
Waarre,3269,Corangamite Shire Council,Coastal,51602,Polwarth,70,Western Victoria,8,2,4
Waggarandall,3646,Moira Shire Council,Unsubdivided,52901,Murray Valley,61,Northern Victoria,4,26,54
Wahgunyah,3687,Indigo Shire Council,Unsubdivided,52601,Murray Valley,61,Northern Victoria,4,458,734
Wahring,3608,Strathbogie Shire Council,Hughes Creek,53102,Benalla,8,Northern Victoria,4,2,3
Wahring,3608,Strathbogie Shire Council,Lake Nagambie,53103,Benalla,8,Northern Victoria,4,37,63
Wail,3401,Horsham Rural City Council,Unsubdivided,56801,Lowan,46,Western Victoria,8,18,31
Wairewa,3887,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,36,Eastern Victoria,2,40,72
Waitchie,3544,Swan Hill Rural City Council,Lakes,57002,Swan Hill,82,Northern Victoria,4,21,27
Wal Wal,3385,Northern Grampians Shire Council,Central,57401,Ripon,74,Western Victoria,8,16,29
Waldara,3678,Wangaratta Rural City Council,Unsubdivided,52701,Murray Valley,61,Northern Victoria,4,203,448
Walhalla,3825,Baw Baw Shire Council,North,53503,Narracan,62,Eastern Victoria,2,17,19
Walkerville,3956,South Gippsland Shire Council,Coastal-Promontory,53801,Gippsland South,37,Eastern Victoria,2,65,73
Walkerville North,3956,South Gippsland Shire Council,Coastal-Promontory,53801,Gippsland South,37,Eastern Victoria,2,5,7
Walkerville South,3956,South Gippsland Shire Council,Coastal-Promontory,53801,Gippsland South,37,Eastern Victoria,2,3,2
Wallace,3352,Moorabool Shire Council,West Moorabool,50403,Ballarat East,3,Western Victoria,8,70,134
Wallacedale,3303,Glenelg Shire Council,Unsubdivided,51701,South-West Coast,81,Western Victoria,8,37,56
Wallacedale,3303,Moyne Shire Council,Unsubdivided,51801,South-West Coast,81,Western Victoria,8,7,10
Wallagaraugh,3891,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,36,Eastern Victoria,2,5,7
Wallaloo,3387,Northern Grampians Shire Council,Central,57401,Ripon,74,Western Victoria,8,1,3
Wallaloo,3387,Northern Grampians Shire Council,Central,57401,Swan Hill,82,Northern Victoria,4,4,7
Wallaloo East,3387,Northern Grampians Shire Council,Central,57401,Ripon,74,Western Victoria,8,8,16
Wallan,3756,Mitchell Shire Council,South,52803,Seymour,78,Northern Victoria,4,3291,5878
Wallinduc,3351,Golden Plains Shire Council,Unsubdivided,50501,Ripon,74,Western Victoria,8,17,35
Wallington,3222,Greater Geelong City Council,Beangala,50602,Bellarine,7,Western Victoria,8,17,25
Wallington,3222,Greater Geelong City Council,Cheetham,50605,Bellarine,7,Western Victoria,8,470,950
Wallup,3401,Yarriambiack Shire Council,Warracknabeal,57603,Swan Hill,82,Northern Victoria,4,22,29
Walmer,3463,Mount Alexander Shire Council,Calder,56701,Bendigo West,11,Northern Victoria,4,61,122
Walmer,3463,Mount Alexander Shire Council,Tarrengower,56705,Bendigo West,11,Northern Victoria,4,44,83
Walpa,3875,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,36,Eastern Victoria,2,74,110
Walpeup,3507,Mildura Rural City Council,Unsubdivided,56901,Mildura,52,Northern Victoria,4,103,136
Walwa,3709,Towong Shire Council,Unsubdivided,53201,Benambra,9,Northern Victoria,4,111,158
Wanalta,3612,Campaspe Shire Council,Waranga,52304,Rodney,75,Northern Victoria,4,15,22
Wandana Heights,3216,Greater Geelong City Council,Deakin,50609,South Barwon,80,Western Victoria,8,691,1503
Wandella,3579,Gannawarra Shire Council,Avoca,57201,Swan Hill,82,Northern Victoria,4,37,64
Wandiligong,3744,Alpine Shire Council,Unsubdivided,52201,Benalla,8,Northern Victoria,4,224,329
Wandin East,3139,Yarra Ranges Shire Council,Chandler,56202,Monbulk,55,Eastern Victoria,2,162,340
Wandin North,3139,Yarra Ranges Shire Council,Billanook,56201,Evelyn,29,Eastern Victoria,2,81,181
Wandin North,3139,Yarra Ranges Shire Council,Chandler,56202,Evelyn,29,Eastern Victoria,2,998,1894
Wando Bridge,3312,Glenelg Shire Council,Unsubdivided,51701,Lowan,46,Western Victoria,8,16,32
Wando Vale,3312,Glenelg Shire Council,Unsubdivided,51701,Lowan,46,Western Victoria,8,38,73
Wando Vale,3312,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,46,Western Victoria,8,5,12
Wandong,3758,Mitchell Shire Council,Central,52801,Seymour,78,Northern Victoria,4,20,41
Wandong,3758,Mitchell Shire Council,South,52803,Seymour,78,Northern Victoria,4,426,903
Wandown,3549,Swan Hill Rural City Council,Murray-Mallee,57003,Mildura,52,Northern Victoria,4,1,2
Wangandary,3678,Wangaratta Rural City Council,Unsubdivided,52701,Murray Valley,61,Northern Victoria,4,88,191
Wangarabell,3891,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,36,Eastern Victoria,2,5,8
Wangaratta,3677,Wangaratta Rural City Council,Unsubdivided,52701,Murray Valley,61,Northern Victoria,4,8208,12855
Wangaratta South,3678,Wangaratta Rural City Council,Unsubdivided,52701,Benalla,8,Northern Victoria,4,16,33
Wangaratta South,3678,Wangaratta Rural City Council,Unsubdivided,52701,Murray Valley,61,Northern Victoria,4,182,409
Wangie,3530,Buloke Shire Council,Mallee,57102,Swan Hill,82,Northern Victoria,4,5,8
Wangoom,3279,Moyne Shire Council,Unsubdivided,51801,South-West Coast,81,Western Victoria,8,72,125
Wannon,3301,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,46,Western Victoria,8,47,82
Wantirna,3152,Knox City Council,Collier,55003,Bayswater,6,Eastern Metropolitan,1,5334,10170
Wantirna South,3152,Knox City Council,Dinsdale,55004,Bayswater,6,Eastern Metropolitan,1,1439,2503
Wantirna South,3152,Knox City Council,Scott,55007,Scoresby,77,Eastern Metropolitan,1,5056,10623
Wantirna South,3152,Knox City Council,Tirhatuan,55009,Scoresby,77,Eastern Metropolitan,1,165,272
Waranga Shores,3612,Campaspe Shire Council,Waranga,52304,Rodney,75,Northern Victoria,4,147,223
Waratah Bay,3959,South Gippsland Shire Council,Coastal-Promontory,53801,Gippsland South,37,Eastern Victoria,2,30,40
Warburton,3799,Yarra Ranges Shire Council,O'Shannassy,56206,Gembrook,35,Eastern Victoria,2,1154,1439
Wareek,3465,Central Goldfields Shire Council,Paddys Ranges,56303,Ripon,74,Western Victoria,8,38,76
Wareek,3465,Pyrenees Shire Council,Avoca,51901,Ripon,74,Western Victoria,8,1,2
Wargan,3505,Mildura Rural City Council,Unsubdivided,56901,Mildura,52,Northern Victoria,4,21,34
Warmur,3482,Buloke Shire Council,Mount Jeffcott,57103,Swan Hill,82,Northern Victoria,4,9,12
Warncoort,3243,Colac Otway Shire Council,Unsubdivided,51501,Polwarth,70,Western Victoria,8,53,107
Warne,3530,Buloke Shire Council,Mallee,57102,Swan Hill,82,Northern Victoria,4,4,5
Warneet,3980,Casey City Council,Balla Balla,54401,Hastings,38,Eastern Victoria,2,255,343
Warrabkook,3286,Moyne Shire Council,Unsubdivided,51801,South-West Coast,81,Western Victoria,8,13,19
Warracknabeal,3393,Yarriambiack Shire Council,Warracknabeal,57603,Swan Hill,82,Northern Victoria,4,1277,1770
Warragul,3820,Baw Baw Shire Council,Drouin,53501,Narracan,62,Eastern Victoria,2,1,2
Warragul,3820,Baw Baw Shire Council,North,53503,Narracan,62,Eastern Victoria,2,10,20
Warragul,3820,Baw Baw Shire Council,Warragul,53504,Narracan,62,Eastern Victoria,2,6321,10538
Warragul South,3821,Baw Baw Shire Council,Mount Worth,53502,Narracan,62,Eastern Victoria,2,55,111
Warragul South,3821,Baw Baw Shire Council,Warragul,53504,Narracan,62,Eastern Victoria,2,49,111
Warragul West,3821,Baw Baw Shire Council,Drouin,53501,Narracan,62,Eastern Victoria,2,10,14
Warragul West,3821,Baw Baw Shire Council,Warragul,53504,Narracan,62,Eastern Victoria,2,2,4
Warrak,3377,Ararat Rural City Council,Unsubdivided,51401,Ripon,74,Western Victoria,8,32,62
Warrandyte,3113,Manningham City Council,Mullum Mullum,55103,Evelyn,29,Eastern Victoria,2,8,14
Warrandyte,3113,Manningham City Council,Mullum Mullum,55103,Warrandyte,85,Eastern Metropolitan,1,1974,4227
Warrandyte South,3134,Manningham City Council,Mullum Mullum,55103,Evelyn,29,Eastern Victoria,2,92,201
Warrandyte South,3134,Manningham City Council,Mullum Mullum,55103,Warrandyte,85,Eastern Metropolitan,1,120,305
Warranwood,3134,Maroondah City Council,Wyreena,55303,Warrandyte,85,Eastern Metropolitan,1,1547,3427
Warrayure,3301,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,46,Western Victoria,8,12,24
Warrenbayne,3670,Benalla Rural City Council,Unsubdivided,57901,Benalla,8,Northern Victoria,4,68,123
Warrenheip,3352,Ballarat City Council,North,50302,Ballarat East,3,Western Victoria,8,11,27
Warrenheip,3352,Ballarat City Council,South,50303,Ballarat East,3,Western Victoria,8,167,352
Warrenheip,3352,Moorabool Shire Council,West Moorabool,50403,Ballarat East,3,Western Victoria,8,34,74
Warrenmang,3478,Pyrenees Shire Council,De Cameron,51903,Ripon,74,Western Victoria,8,8,20
Warrion,3249,Colac Otway Shire Council,Unsubdivided,51501,Polwarth,70,Western Victoria,8,91,149
Warrnambool,3280,Moyne Shire Council,Unsubdivided,51801,South-West Coast,81,Western Victoria,8,13,22
Warrnambool,3280,Warrnambool City Council,Unsubdivided,52101,South-West Coast,81,Western Victoria,8,13292,20767
Warrock,3312,Glenelg Shire Council,Unsubdivided,51701,Lowan,46,Western Victoria,8,14,26
Warrong,3283,Moyne Shire Council,Unsubdivided,51801,South-West Coast,81,Western Victoria,8,31,61
Wartook,3401,Horsham Rural City Council,Unsubdivided,56801,Lowan,46,Western Victoria,8,49,70
Watchem,3482,Buloke Shire Council,Mount Jeffcott,57103,Swan Hill,82,Northern Victoria,4,77,82
Watchem West,3482,Buloke Shire Council,Mount Jeffcott,57103,Swan Hill,82,Northern Victoria,4,9,14
Watchem West,3482,Yarriambiack Shire Council,Warracknabeal,57603,Swan Hill,82,Northern Victoria,4,11,14
Watchupga,3485,Buloke Shire Council,Mallee,57102,Swan Hill,82,Northern Victoria,4,16,24
Waterford Park,3658,Mitchell Shire Council,Central,52801,Seymour,78,Northern Victoria,4,89,145
Waterholes,3875,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,36,Eastern Victoria,2,10,12
Waterloo,3373,Pyrenees Shire Council,Ercildoune,51904,Ripon,74,Western Victoria,8,45,67
Waterways,3195,Kingston City Council,South,54903,Mordialloc,56,South Eastern Metropolitan,5,658,1377
Watsonia,3087,Banyule City Council,Bakewell,54001,Bundoora,18,Northern Metropolitan,3,791,1300
Watsonia,3087,Banyule City Council,Grimshaw,54004,Bundoora,18,Northern Metropolitan,3,1453,2283
Watsonia,3087,Banyule City Council,Ibbott,54006,Bundoora,18,Northern Metropolitan,3,26,36
Watsonia North,3087,Banyule City Council,Grimshaw,54004,Bundoora,18,Northern Metropolitan,3,1434,2914
Watsons Creek,3097,Nillumbik Shire Council,Sugarloaf,55805,Yan Yean,87,Northern Metropolitan,3,20,47
Wattle Bank,3995,Bass Coast Shire Council,Hovell,53403,Bass,5,Eastern Victoria,2,64,133
Wattle Flat,3352,Ballarat City Council,North,50302,Ballarat West,4,Western Victoria,8,4,6
Wattle Flat,3352,Hepburn Shire Council,Creswick,56404,Ballarat East,3,Western Victoria,8,18,32
Wattle Flat,3352,Moorabool Shire Council,Woodlands,50404,Ballarat East,3,Western Victoria,8,18,42
Wattle Glen,3096,Nillumbik Shire Council,Bunjil,55802,Yan Yean,87,Northern Metropolitan,3,628,1375
Wattle Glen,3096,Nillumbik Shire Council,Sugarloaf,55805,Yan Yean,87,Northern Metropolitan,3,6,19
Wattle Hill,3237,Corangamite Shire Council,Coastal,51602,Polwarth,70,Western Victoria,8,3,3
Waubra,3352,Ballarat City Council,North,50302,Ripon,74,Western Victoria,8,23,32
Waubra,3352,Hepburn Shire Council,Cameron,56402,Ripon,74,Western Victoria,8,1,2
Waubra,3352,Pyrenees Shire Council,Ercildoune,51904,Ripon,74,Western Victoria,8,111,173
Waurn Ponds,3216,Greater Geelong City Council,Buckley,50604,South Barwon,80,Western Victoria,8,1155,2256
Waurn Ponds,3216,Greater Geelong City Council,Deakin,50609,South Barwon,80,Western Victoria,8,121,250
Waygara,3888,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,36,Eastern Victoria,2,6,13
Weatherboard,3352,Ballarat City Council,North,50302,Ripon,74,Western Victoria,8,19,40
Wedderburn,3518,Loddon Shire Council,Wedderburn,56505,Swan Hill,82,Northern Victoria,4,577,726
Wedderburn Junction,3518,Loddon Shire Council,Wedderburn,56505,Swan Hill,82,Northern Victoria,4,10,20
Wee Wee Rup,3568,Gannawarra Shire Council,Yarran,57204,Rodney,75,Northern Victoria,4,23,28
Weeaproinah,3237,Colac Otway Shire Council,Unsubdivided,51501,Polwarth,70,Western Victoria,8,12,12
Weering,3251,Colac Otway Shire Council,Unsubdivided,51501,Polwarth,70,Western Victoria,8,32,63
